Kategorie,Titel,Eingangsbereich-rollstuhlgerecht,Personenaufzug-rollstuhlgerecht,Personenaufzug-vorhanden,Toilette-rollstuhlgerecht,Strasse,PLZ,Ort,Oeffnungszeiten,Ansprechpartner-Name,Ansprechpartner-Telefon,Webseite-Einrichtung,E-Mail-Einrichtung,Telefon-Einrichtung,Fax-Einrichtung,Interviewer-Name,Datum-letzter-Befragung,Longitude,Latitude,Parkplatz-vorhanden,Parkplatz-vor-Einrichtung-vorhanden,Anzahl-Behindertenparkplaetze-v-Einrichtung,Hauseigener-Parkplatz-vorhanden,Anzahl-Behindertenparkplaetze-auf-hauseigenem-Parkplatz,Ort-hauseigener-Parkplatz,Stufen-bis-Eingang-vorhanden,Anzahl-der-Stufen-bis-Eingang,Hoehe-einer-Stufe-bis-Eingang-cm,Eingang-Handlauf-durchgehend-links-vorhanden,Eingang-Handlauf-durchgehend-rechts-vorhanden,Eingang-Farbliche-Markierung-erste-u-letzte-Stufe-vorhanden,Alternativer-Eingang-fuer-Rollstuhlfahrer-vorhanden,Ort-alternativer-Eingang-fuer-Rollstuhlfahrer,Rampe-vor-Eingang-vorhanden,Laenge-der-Rampe-cm,Hoehe-der-Rampe-cm,Breite-der-Rampe-cm,Rampe-Handlauf-durchgehend-links-vorhanden,Rampe-Handlauf-durchgehend-rechts-vorhanden,Rampe-Farbliche-Markierung-an-Beginn-u-Ende-der-Rampe-vorhanden,Rampe-Steigung,Eingang-Klingel-vorhanden,Eingang-Ort-der-Klingel,Eingang-Klingel-mit-Wechselsprechanlage-vorhanden,Eingang-Hoehe-oberster-Bedienknopf-von-Klingel-cm,Kleinste-Tuerbreite-bis-Erreichen-der-Einrichtung-cm,Tuerart-am-Eingang,Tuerart-am-Eingang-Automatische-Tuer,Tuerart-am-Eingang-Halbautomatische-Tuer,Tuerart-am-Eingang-Drehtuer,Tuerart-am-Eingang-Schiebetuer,Tuerart-am-Eingang-Drehfluegeltuer,Tuerart-am-Eingang-Pendeltuer,Tuerart-am-Eingang-andere-Tuerart,Aufzug-in-der-Einrichtung-vorhanden,Anzahl-der-Stufen-bis-Aufzug-in-der-Einrichtung,Aufzug-Tuerbreite-cm,Stufen-bis-Aufzug-in-der-Einrichtung-vorhanden,Aufzug-Breite-Innenkabine-cm,Aufzug-Tiefe-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-in-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-außerhalb-cm,Aufzug-Ort-Aufenthaltsort-Aufzugsberechtigter,Aufzug-Wendekreis-bei-Ausstieg,Toilette-in-der-Einrichtung-vorhanden,Toilette-mit-Piktogramm-als-Behindertentoilette-gekennzeichnet,Stufen-bis-Toilette-in-Einrichtung-vorhanden,Anzahl-Stufen-bis-Toilette-in-Einrichtung,Hoehe-der-Stufen-bis-Toilette-in-Einrichtung-cm,Stufen-bis-Toilette:-Handlauf-durchgehend-links-vorhanden,Stufen-bis-Toilette:-Handlauf-durchgehend-rechts-vorhanden,Stufen-bis-Toilette-Farbliche-Markierung-erste-u-letzte-Stufe,Tuerbreite-der-Toilettenkabine-cm,ToilettenTuer-von-außen-entriegelbar,Notklingel-in-Toilettenkabine-vorhanden,Hoehe-Notklingel-in-Toilettenkabine,Bewegungsflaeche-vor-WC-Tiefe-cm,Bewegungsflaeche-vor-WC-Breite-cm,Bewegungsflaeche-links-vom-WC:-Tiefe-cm,Bewegungsflaeche-links-vom-WC:-Breite-cm,Bewegungsflaeche-rechts-vom-WC:-Tiefe-cm,Bewegungsflaeche-rechts-vom-WC:-Breite-cm,Stuetzgriff-neben-WC-vorhanden,Stuetzgriff-neben-WC-links-klappbar,Stuetzgriff-neben-WC-rechts-klappbar,Aktivierung-Amatur-Waschbecken-Toilettenkabine,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Fotozelle,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Hebelarm,Besondere-Hilfestellungen-f-Menschen-m-Hoerbehinderung-vorhanden,Besondere-Hilfestellungen-f-Menschen-m-Seebhind-Blinde-vorhanden,Allgemeine-Hilfestellungen-vor-Ort-vorhanden,Beschreibung-Hilfestellungen-vor-Ort,Freigegeben,ID
Bildung,"Parkbühne im Bretschneider-Park",fully,false,false,false,"Baaderstr. / Ecke Kleiststr.",04157,Leipzig,"Mai bis Oktober je nach Veranstaltung",,,,,,,"Torsten Beer","16.12.1999 00:00:00",12.3805322,51.3715458,false,false,0,false,0,,false,0,0,false,false,false,false,,false,0,0,0,false,false,false,-,false,,false,0,420,SomeDoor,false,false,false,false,false,false,false,false,0,0,false,0,0,0,0,,ausreichend,true,false,true,1,5,false,false,false,55,true,false,"0,00000000e+00",70,109,82,34,82,38,false,false,false,,false,false,false,false,true,"Toiletten ca. 60 m außerhalb des Geländes;
Herrentoilette mit 1 Stufe - 14 cm Höhe",true,parkbuehne-im-bretschneider-park-baaderstr.-_-ecke-kleiststr.-04157-leipzig-e9839fc1
Bildung,"Schumann - Saal im Schumann - Haus",fully,partly,true,partly,"Inselstr. 18",04103,Leipzig,"lt. Veranstaltungsplan","Frau Billinger, Fr. Dr. Schwerdtfeger","Frau Billinger, Fr. Dr. Schwerdtfeger","Internet: www.schumann-verein.de;
E-Mail: info@schumann-verein.de","Internet: www.schumann-verein.de;
E-Mail: info@schumann-verein.de","(0341) 3 93 96 20","(0341) 3 93 96 22",Naumann,"01.11.2004 00:00:00",12.39119,51.34057,false,false,0,false,0,,false,,,false,false,false,false,,false,0,0,0,false,false,false,-,false,,false,0,90,SomeDoor,false,false,false,false,true,false,false,true,0,90,false,120,140,107,97,,ausreichend,true,true,false,0,0,false,false,false,93,true,false,"0,00000000e+00",130,170,70,138,70,20,false,true,false,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#LeverArm,false,true,false,true,true,"Bei Kartenbestellung bitte Platzwunsch (z.B. am Rande) angeben;
Blindenführhund kann mitgeführt werden",true,schumann-saal-im-schumann-haus-inselstr.-18-04103-leipzig-84825ea3
Bildung,"TELEGRAPH - Club",false,false,false,false,"Dittrichring 18 - 20",04109,Leipzig,"lt. Veranstaltungsplan",,,"Bühne und Bar im Keller
www.cafe-telegraph.de
kontakt@cafe-telegraph.de","Bühne und Bar im Keller
www.cafe-telegraph.de
kontakt@cafe-telegraph.de","(0341) 1 49 49 90","(0341) 1 49 49 91","Naumann, Gabriele","21.07.2004 00:00:00",12.371739,51.341102,true,true,1,false,0,,true,18,15,true,false,false,false,,false,0,0,0,false,false,false,-,false,,false,0,83,SomeDoor,false,false,false,false,true,false,false,false,0,0,false,0,0,0,0,,ausreichend,true,false,false,0,0,false,false,false,69,true,false,"0,00000000e+00",147,70,47,25,43,39,false,false,false,,false,false,false,false,false,"Behinderten-WC im Erdgeschoss;",true,telegraph-club-dittrichring-18-20-04109-leipzig-599089a2
Bildung,Theaterhaus,fully,false,false,partly,"Lindenauer Markt 21",04177,Leipzig,,,,"(s. a. LOFFT-Theaterhaus)
Verein zur Förderung des Leipziger Off-Theaters e.V.
Www.lofft.de
info@lofft.de","(s. a. LOFFT-Theaterhaus)
Verein zur Förderung des Leipziger Off-Theaters e.V.
Www.lofft.de
info@lofft.de","(0341) 35 59 55 10","(0341) 35 59 55 19","nach Amtsblatt","24.02.2000 00:00:00",12.3332428,51.3377819,false,false,0,false,0,,false,5,18,true,true,false,true,,true,975,63,120,false,false,false,6.47,true,,false,0,97,SemiautomaticDoor,false,true,false,false,false,false,false,false,0,0,false,0,0,0,0,,ausreichend,true,false,false,0,0,false,false,false,109,true,true,"8,50000000e+01",134,333,70,96,70,96,true,true,true,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#LeverArm,false,true,false,false,false,,true,theaterhaus-lindenauer-markt-21-04177-leipzig-a936a46e
Bildung,"Westbad Leipzig",partly,partly,true,partly,"Odermannstr. 15",04177,Leipzig,,"0177 96 37 127 - Hr. Simang","0177 96 37 127 - Hr. Simang","Internet: www.westbad-leipzig.de
E-Mail: info@westbad-leipzig.de","Internet: www.westbad-leipzig.de
E-Mail: info@westbad-leipzig.de",,,Naumann,"23.11.2015 00:00:00",12.3331485,51.3365894,true,false,0,true,3,"im Innenhof",false,0,0,false,false,false,true,"durch Innenhof zum Lift",false,0,0,0,false,false,false,-,true,"am Zugang zum Saal",false,0,94,SomeDoor,false,false,false,false,true,false,false,true,0,150,false,150,210,96,92,,ausreichend,true,true,false,0,0,false,false,false,94,true,true,"2,00000000e+01",140,170,70,93,70,75,true,true,true,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#LeverArm,false,true,false,false,true,"genauere Informationen zum Zugang bitte beim Veranstalter erfragen;
Behinderten-WC (s. Angaben) befindet sich im 1. OG zwischen Aufzug und Halleneingang; rechte Anfahrbarkeit durch Waschtisch eingeengt; Notruf löst nur Lichtsignal über WC-Tür aus",true,westbad-leipzig-odermannstr.-15-04177-leipzig-1f853324
Bildung,"Musikalische Komödie - Haus Dreilinden",partly,false,false,partly,"Dreilindenstr. 30",04177,Leipzig,"Kasse: 
Di - Fr  16 - 19 Uhr sowie 1 Std. vor Vorstellungsbeginn","Hochgesang T.D. Tel: 4 83 51 23","Hochgesang T.D. Tel: 4 83 51 23","www.oper-leipzig.de

service@oper-leipzig.de","www.oper-leipzig.de

service@oper-leipzig.de","(0341) 12 61 19 (Rezeption), 1 26 12 61(Karten)",,schriftl.,"07.05.1996 00:00:00",12.3391815,51.3361788,true,true,2,false,0,,false,4,17,true,true,false,true,"Treppenlift (BxT: 70 x 100 cm) im Personaleingang rechts neben Haupteingang;",false,0,0,0,false,false,false,-,true,"beim Pförtner Personaleingang",false,0,86,SomeDoor,false,false,false,false,true,false,false,false,0,0,false,0,0,0,0,,ausreichend,true,true,false,0,0,false,false,false,93,true,true,"1,00000000e+01",160,170,70,75,70,100,true,true,true,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#LeverArm,false,true,true,false,true,"Induktionsschleife im gesamten Saal, 2 Rollstuhl-Stellplätze; Achtung - Dreilindenstraße  ist Einbahnstraße vom Lindenauer Markt aus;",true,musikalische-komoedie-haus-dreilinden-dreilindenstr.-30-04177-leipzig-75a1da6a
Bildung,"Oper Leipzig",fully,partly,true,partly,"Augustusplatz 12",04109,Leipzig,"Telefonservice:
Mo bis Fr: 10 - 20 Uhr, Sa: 10 - 18 Uhr ;
Di - Fr 16 - 20 Uhr zusätzlich (0341) 1 26 11 15
Vorverkaufskassen:
Mo bis Fr: 10-20 Uhr, Sa: 10-18 Uhr,
Abendkasse: 
öffnet 1 Stunde vor der Vorstellung.

Bei Kartenkauf bitte Voranmeldung für Rollstuhlplatz - bei größerem Bedarf möglichst zeitige Anmeldung. Karten können auch am Veranstaltungstag bis spätestens 30 Min. vor Vorstellungsbeginn an der Abendkasse eingelöst werden.","Baumeister Herr Lengrich, PR Frau Richter","Baumeister Herr Lengrich, PR Frau Richter","Internet: www.oper-leipzig.de

E-Mail: service@oper-leipzig.de","Internet: www.oper-leipzig.de

E-Mail: service@oper-leipzig.de","(0341) 12 61 261","(0341) 1 26 13 00",Naumann,"30.01.2008 00:00:00",12.3823306,51.3405775,true,true,0,true,3,"Tiefgarage Augustusplatz",false,0,0,false,false,false,true,"Rollstuhlfahrereingang mit 8% Schräge am Seiteneingang Goethestraße - bitte läuten - Sie werden begleitet;",false,,,0,false,false,false,-,true,"am linken Seiteneingang",true,110,95,SomeDoor,false,false,false,false,true,false,false,true,0,140,false,140,220,85,90,,ausreichend,true,true,false,0,0,false,false,false,93,true,true,"0,00000000e+00",150,160,70,102,70,85,true,true,true,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#Phototube,true,true,true,true,true,"Zugang von der Tiefgarage mit  Aufzug; 6 -8 Rollstuhlfahrerplätze im Parkett; Induktionsschleifen  - Hörgeräte bitte auf Telefon bzw. Induktion stellen; baugleiche Behindertentoiletten (D),(H) im Foyerbereich; Schräge im Rang Lift -Konzertfoyer 10 %, Hund",true,oper-leipzig-augustusplatz-12-04109-leipzig-f08209d4
Bildung,"Puppentheater STERNTALER",false,false,false,false,"Talstr. 30",04103,Leipzig,"Vorstellungen siehe Veranstaltungsplan","Meike Kreim, Rosi Lampe","Meike Kreim, Rosi Lampe",www.puppentheater-sterntaler.de,www.puppentheater-sterntaler.de,"(0341) 9 61 54 35","(0341) 529 64 91","Schriftl., Fr. Lampe","08.07.1999 00:00:00",12.3851816,51.3331907,false,false,0,false,0,,true,3,11,false,false,false,false,,false,0,0,0,false,false,false,-,false,,false,0,83,SomeDoor,false,false,false,false,true,false,false,false,0,0,false,0,0,0,0,,ausreichend,true,false,false,0,0,false,false,false,70,false,false,"0,00000000e+00",0,0,0,0,0,0,false,false,false,,false,false,false,false,true,"Theater bietet max. 60 Plätze ohne feste Bestuhlung
Herren-WC-Tür 80 cm breit",true,puppentheater-sterntaler-talstr.-30-04103-leipzig-7dfc5103
Bildung,"Schille - Theaterhaus des Evangelischen Schulzentrums",partly,false,false,partly,"Otto-Schill-Str. 7 HH",04109,Leipzig,"nach Spielplan oder Sonderveranstaltungen","Gabriele Konschak, Gunter Fischer","Gabriele Konschak, Gunter Fischer","http://schulzentrum.de/schille.html

E-Mail: schille@schulzentrum.de","http://schulzentrum.de/schille.html

E-Mail: schille@schulzentrum.de","(0341) 225 48 83",,"schiftl., Fr. Konschak","27.07.1999 00:00:00",12.3694406,51.337982,false,false,,false,0,,true,1,15,false,false,false,true,"mobile Rampe",true,70,15,150,false,false,false,21.6,false,,false,0,120,SomeDoor,false,false,false,false,true,false,false,false,0,0,false,0,0,0,0,,ausreichend,true,true,false,0,0,false,false,false,110,true,false,"0,00000000e+00",120,150,60,90,60,15,true,true,false,,false,false,false,false,true,,true,schille-theaterhaus-des-evangelischen-schulzentrums-otto-schill-str.-7-hh-04109-leipzig-4bf15bc5
Bildung,"Theater fact",partly,false,false,false,"Hainstr. 1 ",04109,Leipzig,"Fr - Mo  20.00 Uhr bis ?
So  19.00 Uhr bis ?","Fr. Hoffmann","Fr. Hoffmann","ebenerdiges Freiluft-Sommertheater in Webers Hof
www.theater-fact.de
info@theater-fact.de","ebenerdiges Freiluft-Sommertheater in Webers Hof
www.theater-fact.de
info@theater-fact.de","(0341) 9 61 40 80","(0341) 9 61 40 80","Hr. Stein","06.03.2000 00:00:00",12.37403,51.34122,false,false,0,false,0,,false,0,0,true,true,false,false,,false,0,0,0,false,false,false,-,false,,false,0,77,SomeDoor,false,false,false,false,true,false,false,false,0,0,false,0,0,0,0,,ausreichend,true,false,false,0,0,false,false,false,64,true,false,"0,00000000e+00",86,86,55,27,55,27,false,false,false,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#LeverArm,false,true,false,false,true,,true,theater-fact-hainstr.-1-04109-leipzig-362f77fa
Bildung,"Kabarett ""academixer""",fully,false,true,partly,"Kupfergasse 2",04109,Leipzig,"Kasse: 
Mo - Fr  ab 12.00  - 20.00Uhr
Sa  ab 13.00 - 20.00 Uhr
So und feiertags 2 Std. vor Veranstaltungsbeginn, bei Doppelvorstellungen 1 Std. vor Beginn","Herr Thiele, Fr. Hellmann","Herr Thiele, Fr. Hellmann","Internet: http://www.academixer.com

E-Mail: info@academixer.com","Internet: http://www.academixer.com

E-Mail: info@academixer.com","(0341) 21 78 78 78 (Kartenbestellung)","(0341) 21 78 77 00","Herr Stein","15.06.2000 00:00:00",12.3764192,51.3379794,false,false,0,false,0,,false,28,17,false,true,true,true,"Aufzug im Durchgang Kupfergasse-Innenhof-Neumarkt",false,0,0,0,false,false,false,-,false,,false,0,145,SwingDoor,false,false,false,false,false,true,false,true,0,90,false,105,160,100,85,"an der Kasse",ausreichend,true,false,false,0,0,false,false,false,94,true,true,"9,00000000e+01",133,242,75,24,75,190,true,false,true,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#LeverArm,false,true,false,false,true,"Aufzugsberechtigter an der Kasse;
Kassenbereich ebenerdig, Spielstätte im Keller;
2 Rollstuhlstellplätze ebenerdig, weitere nach Voranmeldung möglich",true,kabarett-academixer-kupfergasse-2-04109-leipzig-b7d1a0af
Bildung,"Kabarett - Leipziger Central Kabarett",partly,false,true,partly,"Markt 9",04109,Leipzig,"Kartenkauf: Mo - Sa 12.00 - 18.00 Uhr","Herr Wolf","Herr Wolf","www.centralkabarett.de

info@centralkabarett.de","www.centralkabarett.de

info@centralkabarett.de","(0341) 52 90 30 52","(0341) 86 16 473",Naumann,"15.04.2010 00:00:00",12.3741536,51.3410378,false,false,0,false,0,,false,0,0,false,false,false,true,"mit dem Aufzug in der Königshauspassage gegenüber Aufgang B - aber kein Selbstfahreraufzug",false,0,0,0,false,false,false,-,false,,false,0,86,SomeDoor,false,false,false,false,true,false,false,true,0,130,false,160,160,120,110,"beim Material",ausreichend,true,false,false,0,0,false,false,false,95,true,false,"0,00000000e+00",158,170,56,119,56,18,true,true,false,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#LeverArm,false,true,false,false,true,"Donnerstag ermäßigte Preise für behinderte Gäste; Behindertentoilette in der Künstlergarderobe",true,kabarett-leipziger-central-kabarett-markt-9-04109-leipzig-036e6a88
Bildung,"Kabarett - Leipziger Pfeffermühle",partly,partly,true,fully,"Katharinenstr. 17",04109,Leipzig,"Kassenöffnungszeiten:
Mo - Fr  11 - 20 Uhr
Sa 15 - 20 Uhr
So, feiertags jeweils 2 Std. vor Vorstellungsbeginn
an spielfreien Wochentagen: 11 - 18 Uhr
an spielfreien Sonntagen bleibt die Kasse geschlossen",,,"www.kabarett-leipziger-pfeffermuehle.de
E-Mail: kabarett.pfeffermuehle@t-online.de","www.kabarett-leipziger-pfeffermuehle.de
E-Mail: kabarett.pfeffermuehle@t-online.de","(0341) 9 60 31 96 (Kartenverkauf), (0341) 9 60 32 53 (Büro)","(0341) 9 60 31 07",Naumann,"10.01.2011 00:00:00",12.3745441,51.3424518,true,true,3,false,0,,false,0,0,false,false,false,true,"und stark gehbehinderte Gäste bitte an der Kasse melden - Aufzugnutzung im Vorderhaus nur mit Personalbegleitung zum Hintereingang der Spielstätte;",false,0,0,0,false,false,false,-,false,,false,0,90,SomeDoor,false,false,false,false,true,false,false,true,0,90,false,110,210,110,110,"an der Kasse",ausreichend,true,true,false,0,0,false,false,false,95,true,false,"0,00000000e+00",152,220,70,104,70,104,true,true,true,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#Phototube,true,false,false,false,true,"20 Rollstuhl-Stellplätze neben 90cm hoher Balustrade; 
für Weg zum Behinderten-WC bitte Begleitung anfordern;",true,kabarett-leipziger-pfeffermuehle-katharinenstr.-17-04109-leipzig-0ba55947
Bildung,"Krystallpalast Varieté Leipzig GmbH",partly,false,true,fully,"Magazingasse 4",04109,Leipzig,"Kasse: 
Mo - Sa 10.00 - 20.00 Uhr;
So  13.00 - 18.00 Uhr;
bei Spätvorstellung bis 21.00 Uhr;       
           
Vorstellungen:  
Mi, Do 20.00 Uhr;
Fr  21.00 Uhr
Sa 18.00 und 21.00 Uhr
So  15.00 und 18.00 Uhr","Fr. Schmitz
1 40 66 10","Fr. Schmitz
1 40 66 10","Internet: www.krystallpalastvariete.de; 
E-Mail: kartenverkauf@krystallpalastvariete.de","Internet: www.krystallpalastvariete.de; 
E-Mail: kartenverkauf@krystallpalastvariete.de","0341 - 14 06 60","0341 - 1 40 66 20","Frau Schmitz","12.01.1999 00:00:00",12.3768937,51.3372765,true,false,0,false,4,"Schillerstraße 4x",true,1,13,false,false,false,true,,false,0,0,0,false,false,false,-,false,,false,0,100,SomeDoor,false,false,false,false,true,false,false,true,0,90,false,110,140,138,110,"am Empfang oder im Saal",ausreichend,true,true,false,0,0,false,false,false,93,true,true,"9,00000000e+01",153,182,230,93,230,93,true,true,true,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#Phototube,true,false,false,false,true,"markierte Behindertenparkplätze in der Schillerstraße;
Hinweis bei Kartenbestellung ermöglicht Hilfe beim Weg zur Toilette sowie Reservierung gut erreichbarer Sitzplätze; auf Anfrage auch spezielles Speiseangebot für Diabetiker",true,krystallpalast-varieté-leipzig-gmbh-magazingasse-4-04109-leipzig-c468e824
Bildung,"Baptisten Leipzig",fully,partly,true,fully,"Bernhard-Göring-Str. 18 - 20",04107,Leipzig,,"HM Herr Müller","HM Herr Müller","Ev.-Freikirchliche Gemeinde Leipzig K.d.ö.R.
Internet: www.baptisten-leipzig.de
E-Mail: info@baptisten-leipzig.de","Ev.-Freikirchliche Gemeinde Leipzig K.d.ö.R.
Internet: www.baptisten-leipzig.de
E-Mail: info@baptisten-leipzig.de","(0341) 91 04 68 30","(0341) 91 04 68 31",Naumann,"28.05.2014 00:00:00",12.37755,51.32863,true,true,1,false,0,,false,0,0,false,false,false,false,,false,0,0,0,false,false,false,-,true,Eingangstür,true,0,90,SomeDoor,false,false,false,false,true,false,false,true,0,90,false,110,140,108,92,,ausreichend,true,false,false,0,0,false,false,false,93,true,true,"2,00000000e+01",153,182,70,98,70,98,true,true,true,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#LeverArm,false,true,true,false,true,"im Versammlungsraum 10 Empfangsgeräte
Behinderten-WC im EG",true,baptisten-leipzig-bernhard-goering-str.-18-20-04107-leipzig-9e6a3f3e
Bildung,"Caritaszentrum Agneshaus",fully,partly,true,fully,"Elsterstr. 15",04109,Leipzig,,"Fr. Erbrich","Fr. Erbrich","Träger: Caritasverband Leipzig e.V.;
Internet: www.caritas-leipzig.de
info@caritas-leipzig.de","Träger: Caritasverband Leipzig e.V.;
Internet: www.caritas-leipzig.de
info@caritas-leipzig.de","(0341) 96 36 10","(0341) 9 63 61 40",Naumann,"21.03.2007 00:00:00",12.3662149,51.339184,false,false,0,false,0,,false,0,0,false,false,false,false,,true,1025,61,0,true,true,false,5.95,true,"vor der Tür",true,85,90,SomeDoor,false,false,false,false,true,false,false,true,0,100,false,110,210,92,82,,ausreichend,true,true,false,0,0,false,false,false,88,true,true,"0,00000000e+00",170,200,70,97,70,95,true,true,true,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#LeverArm,false,true,false,true,true,"Ansage der Etagen im Aufzug; Beh.-WC im EG;   Geschäftsstelle der Caritas; Beratungsstellen, Notwohnungen für junge Mütter mit Kindern; Gemeinschaftsräume",true,caritaszentrum-agneshaus-elsterstr.-15-04109-leipzig-d524408d
Bildung,"Die Heilsarmee - Korps Leipzig",false,false,false,false,"Südblick 5a",04329,Leipzig,"Mo - Fr  9.00 - 17.00 Uhr
So          10.00 - 14.00 Uhr

Gottesdienst: So 10.00 - 12.00 Uhr
Jugendcafé: Mi 15.30 - 21.30 Uhr,
                       Fr 15.30 - 20.30 Uhr,
                       Sa 15.30 - 22.30 Uhr
Begegnungscafé: Fr und So 15.00 - 18.00 Uhr
Frauenkreis: Di 16.00 - 17.30 Uhr","David und Marsha Bowles","David und Marsha Bowles",""" Die Brücke""
www.heilsarmee.de/leipzig/public/index.php
leipzig@heilsarmee.de",""" Die Brücke""
www.heilsarmee.de/leipzig/public/index.php
leipzig@heilsarmee.de","(0341) 2 51 88 80","(0341) 2 51 88 84",schriftl.,"25.07.1999 00:00:00",12.45533,51.35121,false,false,0,false,0,,true,9,16,true,true,false,true,,true,42,6,159,false,false,false,14.33,true,"links neben der Tür",true,137,120,SemiautomaticDoor,false,true,false,false,false,false,false,false,0,0,false,0,0,0,0,,ausreichend,true,true,false,0,0,false,false,false,95,true,true,"0,00000000e+00",220,113,162,18,162,60,true,true,false,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#LeverArm,false,true,false,false,true,"Nichtraucher,
Speisekarte in Großschrift und Angebot für Diabetiker;
Übernachtungsmöglichkeit in einem 2-Bett-Zimmer mit zusätzlichem Klappbett im 1. Obergeschoß",true,die-heilsarmee-korps-leipzig-suedblick-5a-04329-leipzig-ee534cd5
Bildung,"Erlöserkirche, ev.- luth.",fully,false,false,fully,"Dauthestr. 1a",04317,Leipzig,"Gemeindebüro:
Mo 15 - 17 Uhr;
Di, Do 9 - 12 Uhr;
Mi 9 - 12 Uhr und 15 - 18 Uhr;
sonn- und feiertags Gottesdienst ab 10 Uhr;

Veranstaltungen siehe Gemeindeblatt der Erlöserkirchgemeinde Leipzig-Thonberg","Fr. Hamann","Fr. Hamann","Internet: www.kirche-leipzig.de;
E-Mail: kg.leipzig_thonberg@evlks.de","Internet: www.kirche-leipzig.de;
E-Mail: kg.leipzig_thonberg@evlks.de","(0341) 9 90 23 98","(0341) 9 99 99 90",Koebsell,"13.06.2007 00:00:00",12.40319,51.32389,true,true,3,false,0,,false,0,0,false,false,false,false,,false,0,0,0,false,false,false,-,true,"links neben Eingang",false,102,100,SomeDoor,false,false,false,false,true,false,false,false,0,0,false,0,0,0,0,,ausreichend,true,true,false,0,0,false,false,false,90,true,true,"1,00000000e+01",165,200,50,96,70,125,true,true,true,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#LeverArm,false,true,false,false,false,,true,erloeserkirche-ev.-luth.-dauthestr.-1a-04317-leipzig-b7c82a14
Bildung,"Ev. Freikirchliche Hofgemeinde Leipzig Schiebestrasse",false,false,false,partly,"Schiebestr. 32",04129,Leipzig,"Gemeinderäume vor allem sonntags
Jugend-Café: Di, Do  16.00 - 21.00 Uhr",,,"www.efg-schiebestrasse.de oder www.hofgemeinde-leipzig.de/

kontakt@efg-schiebestrasse.de","www.efg-schiebestrasse.de oder www.hofgemeinde-leipzig.de/

kontakt@efg-schiebestrasse.de","(0341) 909 65 42, Jugend-Cafe 9 12 17 20",,"T. Beer","02.12.1999 00:00:00",12.3880777,51.3630029,true,true,0,true,1,Hofgelände,true,8,17,false,false,false,false,,false,0,0,0,false,false,false,-,true,Eingangstür,false,140,89,SomeDoor,false,false,false,false,true,false,false,false,0,0,false,0,0,0,0,,ausreichend,true,true,false,0,0,false,false,false,82,true,false,"0,00000000e+00",171,153,55,19,55,70,true,false,true,https://github.com/AKSW/leds-asp-f-ontologies/raw/master/ontologies/building/ontology.ttl#LeverArm,false,true,false,false,true,"zur  1. Etage  weitere 3 x 7 Stufen
zur  2. Etage  weitere 3 x 7 Stufen (Jugendcafé)
Beh.-Toilette im Eingangsbereich ohne Stufen",true,ev.-freikirchliche-hofgemeinde-leipzig-schiebestrasse-schiebestr.-32-04129-leipzig-1abf0f65
