Kategorie,Titel,Eingangsbereich-rollstuhlgerecht,Personenaufzug-rollstuhlgerecht,Personenaufzug-vorhanden,Toilette-rollstuhlgerecht,Strasse,PLZ,Ort,Oeffnungszeiten,Longitude,Latitude,ID,Parkplatz-vorhanden,Parkplatz-vor-Einrichtung-vorhanden,Anzahl-Behindertenparkplaetze-v-Einrichtung,Hauseigener-Parkplatz-vorhanden,Anzahl-Behindertenparkplaetze-auf-hauseigenem-Parkplatz,Ort-hauseigener-Parkplatz,Stufen-bis-Eingang-vorhanden,Anzahl-der-Stufen-bis-Eingang,Hoehe-einer-Stufe-bis-Eingang-cm,Eingang-Handlauf-durchgehend-links-vorhanden,Eingang-Handlauf-durchgehend-rechts-vorhanden,Eingang-Farbliche-Markierung-erste-u-letzte-Stufe-vorhanden,Alternativer-Eingang-fuer-Rollstuhlfahrer-vorhanden,Ort-alternativer-Eingang-fuer-Rollstuhlfahrer,Rampe-vor-Eingang-vorhanden,Laenge-der-Rampe-cm,Hoehe-der-Rampe-cm,Breite-der-Rampe-cm,Rampe-Handlauf-durchgehend-links-vorhanden,Rampe-Handlauf-durchgehend-rechts-vorhanden,Rampe-Farbliche-Markierung-an-Beginn-u-Ende-der-Rampe-vorhanden,Eingang-Klingel-vorhanden,Eingang-Ort-der-Klingel,Eingang-Klingel-mit-Wechselsprechanlage-vorhanden,Eingang-Hoehe-oberster-Bedienknopf-von-Klingel-cm,Kleinste-Tuerbreite-bis-Erreichen-der-Einrichtung-cm,Tuerart-am-Eingang-Automatische-Tuer,Tuerart-am-Eingang-Halbautomatische-Tuer,Tuerart-am-Eingang-Drehtuer,Tuerart-am-Eingang-Schiebetuer,Tuerart-am-Eingang-Drehfluegeltuer,Tuerart-am-Eingang-Pendeltuer,Tuerart-am-Eingang-andere-Tuerart,Aufzug-in-der-Einrichtung-vorhanden,Anzahl-der-Stufen-bis-Aufzug-in-der-Einrichtung,Aufzug-Tuerbreite-cm,Stufen-bis-Aufzug-in-der-Einrichtung-vorhanden,Aufzug-Breite-Innenkabine-cm,Aufzug-Tiefe-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-in-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-außerhalb-cm,Aufzug-Ort-Aufenthaltsort-Aufzugsberechtigter,Toilette-in-der-Einrichtung-vorhanden,Toilette-mit-Piktogramm-als-Behindertentoilette-gekennzeichnet,Stufen-bis-Toilette-in-Einrichtung-vorhanden,Anzahl-Stufen-bis-Toilette-in-Einrichtung,Hoehe-der-Stufen-bis-Toilette-in-Einrichtung-cm,Stufen-bis-Toilette:-Handlauf-durchgehend-links-vorhanden,Stufen-bis-Toilette:-Handlauf-durchgehend-rechts-vorhanden,Stufen-bis-Toilette-Farbliche-Markierung-erste-u-letzte-Stufe,Tuerbreite-der-Toilettenkabine-cm,ToilettenTuer-von-außen-entriegelbar,Notklingel-in-Toilettenkabine-vorhanden,Hoehe-Notklingel-in-Toilettenkabine,Bewegungsflaeche-vor-WC-Tiefe-cm,Bewegungsflaeche-vor-WC-Breite-cm,Bewegungsflaeche-links-vom-WC:-Tiefe-cm,Bewegungsflaeche-links-vom-WC:-Breite-cm,Bewegungsflaeche-rechts-vom-WC:-Tiefe-cm,Bewegungsflaeche-rechts-vom-WC:-Breite-cm,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Fotozelle,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Hebelarm,Besondere-Hilfestellungen-f-Menschen-m-Hoerbehinderung-vorhanden,Besondere-Hilfestellungen-f-Menschen-m-Seebhind-Blinde-vorhanden,Allgemeine-Hilfestellungen-vor-Ort-vorhanden,Beschreibung-Hilfestellungen-vor-Ort
Bildung,Völkerschlachtdenkmal,nein,ja,nein,nein,,04299,Leipzig,,,,voelkerschlachtdenkmal--04299-leipzig,nein,nein,0,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","1,00000000e+02",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,nein,
Bildung,"Zeitgeschichtliches Forum Leipzig",vollständig,ja,nein,teilweise,"Grimmaische Str. 6",04109,Leipzig,"Di - Fr  9.00 - 18.00 Uhr;
Sa, So, feiertags  10.00 - 18.00 Uhr;
Eintritt frei",12.3756999,51.3400001,zeitgeschichtliches-forum-leipzig-grimmaische-str.-6-04109-leipzig,nein,nein,0,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"rechte Eingangstür",ja,"1,20000000e+02","1,70000000e+02",nein,nein,nein,nein,nein,ja,nein,ja,0,"1,30000000e+02",nein,"1,39000000e+02","2,64000000e+02","8,50000000e+01","8,50000000e+01",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"9,40000000e+01",ja,ja,"4,00000000e+01","2,00000000e+02","2,09000000e+02","7,00000000e+01","9,00000000e+01","7,00000000e+01","2,00000000e+01",nein,ja,nein,ja,nein,"1 ausleihbarer Rollstuhl für gehbehinderte Besucher 
(Voranmeldung erwünscht); Leitfaden für Rollstuhlfahrer durch die Dauerausstellung;
Blindenführhund kann mitgebracht werden;
Beh.-WC in der III. Etage"
Bildung,"Aktive Senioren Leipzig e.V.",nein,nein,nein,nein,"Döllingstr. 31",04328,Leipzig,"Mo -  Fr  8.00  - 16.00 Uhr

Gaststätte:
Mo - Fr  11.00 - 14.00 Uhr und 17.00 - 22.00 Uhr

Kegelbahn nach Absprache",12.45101,51.34775,aktive-senioren-leipzig-e.v.-doellingstr.-31-04328-leipzig,ja,ja,,nein,0,,ja,3,"1,50000000e+01",ja,ja,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","7,50000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,,,nein,nein,nein,"5,40000000e+01",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,ja,
Bildung,"Am Viadukt",vollständig,nein,nein,nein,"Horst-Heilmann-Str. 4",04159,Leipzig,"Mo, Do 9.00 - 17.00 Uhr
Di, Mi  9.00 -18.00 Uhr
Fr  10.00 - 16.30 Uhr",12.3304804,51.3735073,am-viadukt-horst-heilmann-str.-4-04159-leipzig,nein,nein,0,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,Haupteingang,nein,"9,60000000e+01","1,05000000e+02",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"6,50000000e+01",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,ja,"mobile Modenschauen;
Do 11 - 14 Uhr Beratung in Fragen Bestattungshilfe;
individuelle Nutzung möglich, Imbissangebot"
Bildung,"Begegnungsstätte der WOGETRA",vollständig,nein,nein,vollständig,"Johannisplatz 2",04103,Leipzig,,12.38578,51.33883,begegnungsstaette-der-wogetra-johannisplatz-2-04103-leipzig,ja,nein,0,ja,1,,nein,9,"1,50000000e+01",nein,nein,nein,ja,,ja,"2,02000000e+03","1,27000000e+02","1,00000000e+02",ja,ja,ja,ja,"neben Eingang",nein,"7,70000000e+01","9,20000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"9,20000000e+01",ja,nein,"0,00000000e+00","1,70000000e+02","1,70000000e+02","7,00000000e+01","1,00000000e+02","7,00000000e+01","1,00000000e+02",nein,ja,nein,nein,ja,"Zugang nur zu Veranstaltungen möglich"
Bildung,"Begegnungszentrum im Grünen (BiG)",vollständig,nein,nein,teilweise,"Breisgaustr. 53",04209,Leipzig,"Mo - Fr  10 - 18 Uhr
und nach Vereinbarung oder zu Sonderveranstaltungen",12.2860732,51.3171148,begegnungszentrum-im-gruenen-big-breisgaustr.-53-04209-leipzig,ja,ja,1,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,ja,"1,16600000e+03","7,40000000e+01","1,20000000e+02",nein,nein,nein,ja,,nein,"0,00000000e+00","9,30000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"8,20000000e+01",ja,nein,"0,00000000e+00","1,47000000e+02","1,61000000e+02","5,70000000e+01","1,09000000e+02","5,70000000e+01","1,40000000e+01",nein,ja,nein,nein,ja,"Rhythmische Gymnastik, Wassergymnastik, Gedächtnistraining, Bowling, Tischtennis, Kartenspiele, Dart, Schach, Tanztee, Backschule, Kochkurs, Grillen im Garten, Internet-Café; Verkauf des Euroschlüssel nach Absprache"
Bildung,"Begegnungszentrum Wiederitzsch",teilweise,nein,nein,nein,"Delitzscher Landstr. 38",04158,"Leipzig - Wiederitzsch","Sprechzeiten: 
Di 15.00 - 18.00 Uhr und Do 15.00 - 17.00 Uhr oder nach Vereinbarung",12.3770428,51.391676,begegnungszentrum-wiederitzsch-delitzscher-landstr.-38-04158-leipzig---wiederitzsch,ja,ja,0,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","8,00000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"8,00000000e+01",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,ja,"Großer Veranstaltungsraum,
Kleiner Veranstaltungsraum,
Grafikraum,
Raum des Kunst- und Heimatvereins;
Hilfen sind auch zu den unterschiedlichen Veranstaltungen möglich"
Bildung,"Durchblick e.V.",nein,nein,nein,nein,"Friesenstr. 7",04177,Leipzig,,12.3295204,51.34091,durchblick-e.v.-friesenstr.-7-04177-leipzig,ja,ja,0,nein,0,,nein,,,ja,ja,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,,nein,"1,35000000e+02","9,00000000e+01",nein,nein,nein,nein,ja,nein,nein,ja,0,"9,00000000e+01",nein,"1,10000000e+02","7,00000000e+01","1,40000000e+02","7,00000000e+01",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"9,30000000e+01",ja,ja,"0,00000000e+00","1,50000000e+02","1,50000000e+02","7,00000000e+01","3,30000000e+01","7,00000000e+01","9,60000000e+01",nein,ja,nein,nein,ja,
Bildung,"Haus des Hörens",vollständig,ja,nein,teilweise,"Dresdner Str. 78",04317,Leipzig,,12.4048933,51.3373866,haus-des-hoerens-dresdner-str.-78-04317-leipzig,ja,nein,0,ja,1,"im Hof",nein,8,"1,60000000e+01",ja,ja,nein,ja,"Hintereingang mit Wechselsprechanlage;",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"am Hintereingang mit Vidoeüberwachung",ja,"8,50000000e+01","9,50000000e+01",nein,nein,nein,nein,ja,nein,nein,ja,0,"9,00000000e+01",nein,"1,10000000e+02","1,40000000e+02","8,50000000e+01","8,50000000e+01",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"8,30000000e+01",ja,nein,"0,00000000e+00","1,50000000e+02","2,00000000e+02","7,00000000e+01","8,40000000e+01","7,00000000e+01","9,30000000e+01",nein,ja,ja,nein,ja,"Veranstaltungsraum und Behinderten-WC in 2. Etage"
Bildung,"Haus Leben Leipzig",vollständig,ja,nein,teilweise,"Friesenstr. 8",04177,Leipzig,"Kontakt und Information:
Mo, Di, Do 9 - 11 Uhr -  Tel.: (0341) 909 23 68
Mi  9 - 15 Uhr - Tel.: (0341) 444 23 16
In der Startphase wird das Haus Leben ab Januar 2007 zunächst nicht täglich geöffnet sein.",12.330197,51.3416972,haus-leben-leipzig-friesenstr.-8-04177-leipzig,ja,ja,2,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,ja,"Hofeinfahrt Rietschelstraße",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","9,00000000e+01",nein,nein,nein,nein,nein,nein,nein,ja,0,"1,19000000e+02",nein,"1,40000000e+02","2,60000000e+02","8,50000000e+01","8,50000000e+01",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"9,30000000e+01",ja,ja,"0,00000000e+00","1,50000000e+02","1,50000000e+02","6,50000000e+01","3,30000000e+01","6,50000000e+01","9,60000000e+01",nein,ja,nein,nein,ja,"mehrere einseitig anfahrbare Behinderten-WC im gesamten Haus"
Bildung,"Haus ohne Barrieren - Villa Davignon",teilweise,nein,ja,vollständig,"Friedrich-Ebert-Str. 77",04109,Leipzig,,12.360121,51.3404415,haus-ohne-barrieren---villa-davignon-friedrich-ebert-str.-77-04109-leipzig,nein,nein,0,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,ja,"ebenerdig vom Hofgelände zum Aufzug;",ja,"1,20000000e+03","9,00000000e+01","1,30000000e+02",ja,ja,ja,ja,"am Nebeneingang",nein,"1,50000000e+02","9,00000000e+01",nein,ja,nein,nein,nein,nein,nein,ja,0,"9,00000000e+01",nein,"1,05000000e+02","1,70000000e+02","8,30000000e+01","8,30000000e+01",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"9,40000000e+01",ja,ja,"2,00000000e+00","1,50000000e+02","1,50000000e+02","7,00000000e+01","1,18000000e+02","7,00000000e+01","1,18000000e+02",nein,ja,ja,ja,ja,"Blindenleitsystem vor dem Gebäude;
Aufzug auch mit Brailleschrift;
Induktionsschleifen in den Gruppenräumen;
Behinderten-WC in der 1. Etage;"
Bildung,Heinrich-Budde-Haus,nein,nein,nein,nein,"Lützowstr. 19",04157,Leipzig,"Mo, Mi  8 - 12 Uhr;
Di  12 - 18 Uhr;
Do  12 - 16 Uhr; 
bei Veranstaltungen auch Sa und So.",12.3737799,51.3637858,heinrich-budde-haus-luetzowstr.-19-04157-leipzig,ja,nein,0,ja,3,,ja,9,"1,70000000e+01",ja,ja,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"am Eingang nach 2 Stufen",ja,"1,25000000e+02","1,20000000e+02",nein,ja,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,ja,2,"1,30000000e+01",nein,nein,nein,"9,40000000e+01",ja,nein,"0,00000000e+00","2,70000000e+02","1,60000000e+02","4,40000000e+01","8,60000000e+01","4,40000000e+01","3,60000000e+01",nein,ja,nein,nein,ja,"Begegnungen zwischen Kindern, Jugendlichen und 
älteren Menschen unterschiedlicher sozialer und 
nationaler Herkunft.
Durchführung verschiedener Veranstaltungen.;
WC im Gartenhaus (2 Stufen)"
Bildung,"Känguruh - SuchtKontakt",nein,nein,ja,nein,"Beethovenstr. 21",04107,Leipzig,"Tel. Beratung:
Mo - Mi 13.00 - 14.00 Uhr

Öffnungszeiten:
Mo - Do 8.00  - 18.00 Uhr;
Fr 8.00 - 16.00 Uhr

Kontaktcafé:
Mo - Do  11.00 - 18.00 Uhr
Fr  11.00 - 16.00 uhr",12.3665364,51.3318245,kaenguruh---suchtkontakt-beethovenstr.-21-04107-leipzig,nein,nein,0,nein,0,,ja,33,"1,60000000e+01",ja,ja,ja,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","7,00000000e+01",nein,nein,nein,nein,ja,nein,nein,ja,11,"9,00000000e+01",ja,"1,10000000e+02","1,40000000e+02","1,23000000e+02","1,09000000e+02",,ja,nein,ja,0,"0,00000000e+00",nein,nein,nein,"7,00000000e+01",ja,nein,"0,00000000e+00","8,10000000e+01","1,60000000e+02","5,50000000e+01","2,50000000e+01","5,50000000e+01","1,08000000e+02",nein,nein,nein,ja,ja,"Blindenführhund kann mitgebracht werden;"
Bildung,"Kulturhaus Große Eiche",vollständig,nein,ja,nein,"Leipziger Str. 81",04178,Leipzig,"entspr. Veranstaltungsplan oder Vereinbarung",12.29024,51.35957,kulturhaus-grosse-eiche-leipziger-str.-81-04178-leipzig,ja,ja,0,ja,0,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","9,00000000e+01",nein,nein,nein,nein,ja,nein,nein,ja,0,"9,00000000e+01",nein,"9,00000000e+01","1,33000000e+02","1,32000000e+02","1,10000000e+02",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"8,60000000e+01",nein,nein,"0,00000000e+00","9,10000000e+01","1,31000000e+02","5,10000000e+01","6,50000000e+01","5,60000000e+01","1,60000000e+01",ja,nein,nein,ja,ja,"Saal in der 1. Etage;
Mitnahme von Blindenführhunden möglich,
Behindertentoilette nur zu Veranstaltungen geöffnet"
Bildung,"Messemagistrale - Stadtteilzentrum",vollständig,nein,nein,vollständig,"Straße des 18. Oktober 10 a",04103,Leipzig,"offener Kinder- und Jugendtreff:
Mo - Fr  14.30 - 21.00 Uhr
Veranstaltungen für ältere Menschen nach Programm ( s. Monats- und Halbjahresprogramme)",12.3860176,51.326756,messemagistrale---stadtteilzentrum-strasse-des-18.-oktober-10-a-04103-leipzig,ja,nein,0,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,ja,,ja,"6,00000000e+02","2,00000000e+01","2,00000000e+02",nein,nein,ja,ja,"neben dem Eingang",nein,"1,40000000e+02","1,00000000e+02",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"1,00000000e+02",ja,ja,"0,00000000e+00","1,45000000e+02","2,80000000e+02","8,00000000e+01","1,20000000e+02","8,00000000e+01","1,20000000e+02",nein,ja,nein,nein,ja,"Die Mitarbeiter der Einrichtung leisten allgemeine Hilfestellung. Eine spezielle Behindertenhilfe ist damit nicht gegeben."
Bildung,"Mütterzentrum - Grünau",nein,nein,nein,nein,"Potschkaustr. 50",04209,Leipzig,,12.28215,51.31373,muetterzentrum---gruenau-potschkaustr.-50-04209-leipzig,nein,nein,0,nein,0,,ja,5,"1,50000000e+01",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","8,00000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"7,00000000e+01",nein,nein,"0,00000000e+00","5,00000000e+01","1,00000000e+02","5,00000000e+01","2,00000000e+01","5,00000000e+01","8,00000000e+01",nein,nein,nein,nein,ja,"Freier Träger der Jugendhilfe mit Café, Kinderbetreuung, Bibliothek, Second Hand Shop"
Bildung,"Mütterzentrum - Paunsdorf",nein,nein,nein,nein,"Wiesenstr. 20",04329,Leipzig,,12.4652065,51.3571744,muetterzentrum---paunsdorf-wiesenstr.-20-04329-leipzig,nein,ja,0,nein,0,,ja,0,"0,00000000e+00",ja,ja,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"Eingangstür zum Grundstück",nein,"1,40000000e+02",,nein,nein,nein,nein,ja,nein,nein,nein,,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"6,80000000e+01",ja,nein,"0,00000000e+00","4,00000000e+01","4,00000000e+01","4,00000000e+01","3,00000000e+01","4,00000000e+01","6,00000000e+01",nein,ja,nein,nein,nein,
Bildung,"Mütterzentrum - Thekla",vollständig,nein,nein,nein,"Klingenthaler Str. 14 a",04349,Leipzig,,12.43335,51.37626,muetterzentrum---thekla-klingenthaler-str.-14-a-04349-leipzig,nein,ja,0,ja,0,,nein,0,"0,00000000e+00",nein,nein,nein,ja,"durch den Garten",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","9,00000000e+01",nein,nein,nein,nein,nein,ja,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"7,50000000e+01",ja,nein,"0,00000000e+00","2,00000000e+02","1,00000000e+02","4,00000000e+01","4,00000000e+01","4,00000000e+01","4,00000000e+01",nein,nein,nein,nein,ja,"Freier Träger der Jugendhilfe
mit Café, Kinderbetreuung, Bibliothek, Second Hand Shop;
""Tagesmützel"" - Vermittlung von Tagespflegeplätzen"
Bildung,"Mütterzentrum - Treffpunkt Linde",nein,nein,nein,nein,"Walter-Heinze-Str. 22 HH",04229,Leipzig,,12.3358107,51.3300747,muetterzentrum---treffpunkt-linde-walter-heinze-str.-22-hh-04229-leipzig,nein,nein,0,nein,0,,ja,,,nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00",,nein,ja,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,ja,
Bildung,"Philippus Leipzig",teilweise,nein,nein,teilweise,"Aurelienstr. 54",04177,Leipzig,"Mo - Fr  9 - 16 Uhr
nach Vereinbarung und bei Veranstaltungen",12.329374,51.3319365,philippus-leipzig-aurelienstr.-54-04177-leipzig,ja,nein,0,ja,1,Kirchengelände,nein,1,"1,70000000e+01",nein,nein,nein,ja,"mobile Schräge zum Veranstaltungsraum, Kirche stufenlos zu erreichen",ja,"1,27000000e+02","1,70000000e+01","1,00000000e+02",nein,nein,ja,ja,"rechts neben Büroeingang",nein,"2,00000000e+02","1,00000000e+02",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"1,07000000e+02",ja,ja,"0,00000000e+00","1,13000000e+02","1,50000000e+02","3,00000000e+01","3,00000000e+01","7,00000000e+01","1,17000000e+02",nein,ja,ja,nein,ja,"bei Bedarf kann Gebärdensprachdolmetscher eingesetzt werden
B-WC im Bereich des Veranstaltungsraumes, linke Bewegungsfläche neben BWC durch Waschbecken eingeengt"
Bildung,"Seniorenbüro Stadtbezirk Alt-West",vollständig,nein,nein,teilweise,"Saalfelder Str. 12",04179,Leipzig,,12.3186878,51.3324153,seniorenbuero-stadtbezirk-alt-west-saalfelder-str.-12-04179-leipzig,ja,nein,0,ja,3,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","9,40000000e+01",ja,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"1,06000000e+02",ja,ja,"0,00000000e+00","2,60000000e+02","1,80000000e+02","6,00000000e+01","1,37000000e+02","6,00000000e+01","1,70000000e+01",nein,ja,nein,nein,ja,
Bildung,"Seniorenbüro Stadtbezirk Mitte",vollständig,nein,nein,vollständig,"Johannisplatz 2",04103,Leipzig,,12.38578,51.33883,seniorenbuero-stadtbezirk-mitte-johannisplatz-2-04103-leipzig,ja,nein,,ja,1,,nein,9,"1,50000000e+01",ja,ja,nein,ja,,ja,"2,02000000e+03","1,27000000e+02","1,00000000e+02",ja,ja,ja,ja,"rechts neben Eingang",nein,"7,70000000e+01","9,20000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"9,20000000e+01",ja,nein,"0,00000000e+00","1,70000000e+02","1,70000000e+02","7,00000000e+01","1,00000000e+02","7,00000000e+01","1,00000000e+02",nein,ja,ja,ja,ja,"Beratung; Betreuung; Begleitung; Vermittlung;
Blinden- und Sehbehindertenkreis;
Gehörlosenkreis (mit Gottesdienst in Gebärdensprache);
Körperbehindertenkreis;
Behinderten-WC im Bereich der Sozialstation sowie in der angrenzenden Begegnungsstätte"
Bildung,"Seniorenbüro Stadtbezirk Nordost",teilweise,nein,nein,nein,"Kieler Str. 63-65",04357,Leipzig,,12.4161292,51.3752426,seniorenbuero-stadtbezirk-nordost-kieler-str.-63-65-04357-leipzig,nein,nein,0,nein,0,,ja,1,"1,30000000e+01",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"rechts neben Eingangstür",nein,"0,00000000e+00","1,00000000e+02",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"8,00000000e+01",ja,nein,"0,00000000e+00","1,04000000e+02","1,00000000e+02","5,00000000e+01","3,30000000e+01","5,00000000e+01","3,00000000e+01",nein,nein,nein,nein,ja,"WC-Tür öffnet nach innen;
Ansprechpartner in sozialen Fragen; 
verschiedene Veranstaltungen;
Mittagstisch;"
